,age,gender,open_closed_spaces,classical_new_places,fast_slow_trip,more_short_less_long_trip,alone_company,ibirapuera,masp,jadim_pref,eataly,mirante,terraco_italia,merc_munic,vinte_cinco_marco,seu_quintal,liberdade,la_guapa,beco_batman,omalleys,av_paul,music_style_Forró/Sertanejo,music_style_MPB,music_style_Pop,music_style_R&B,music_style_Rock,movie_genre_Aventura,movie_genre_Ação,movie_genre_Comédia,movie_genre_Drama,movie_genre_Romance,movie_genre_Suspense,motivation_Descansar,motivation_Luxo e conforto,motivation_Sair da rotina/conhecer nova cultura,fav_scenario_Campo,fav_scenario_Cidade,fav_scenario_Montanha,fav_scenario_Praia,fav_place_Lojas/shoppings/centros comercias,fav_place_Museus,fav_place_Parques,fav_place_Restaurantes típicos,fav_place_Trilhas,transport_Carro Alugado,transport_Transporte Público,transport_Táxi/Uber/99
573,24,1,0,1,0,1,0,4,2,1,5,5,5,5,5,4,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
574,28,1,0,1,1,0,0,3,1,5,5,5,5,4,5,2,4,5,1,5,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
575,24,0,0,0,1,0,0,5,5,5,5,3,5,5,5,4,4,5,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
576,24,0,0,1,1,0,0,5,5,4,3,5,5,4,1,4,4,4,3,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
577,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
578,24,0,0,1,1,1,0,5,3,4,5,4,5,4,3,4,4,3,5,5,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0
579,24,1,0,0,1,1,0,4,4,3,5,4,5,5,3,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
580,23,0,0,1,1,1,0,4,3,4,5,4,5,4,5,4,4,3,3,1,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
581,24,0,0,1,0,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
582,24,1,0,1,0,1,0,5,5,4,5,4,5,5,5,4,5,4,5,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
583,22,0,0,0,1,0,0,2,5,4,3,5,3,3,2,2,5,5,4,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
584,22,1,0,1,1,1,0,4,4,5,5,3,5,5,5,4,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
585,22,1,0,1,1,0,0,5,5,3,1,4,5,4,5,5,5,3,4,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
586,22,1,0,1,1,0,0,5,3,3,4,5,4,4,5,5,5,5,5,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
587,23,0,0,1,0,1,0,4,3,4,5,4,4,4,3,4,5,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
588,23,0,0,1,1,1,0,5,3,5,5,4,5,4,3,4,4,3,3,5,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
589,22,1,0,0,1,1,0,5,5,5,3,3,5,5,5,5,4,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
590,21,0,0,0,1,0,0,2,5,4,3,5,3,3,2,3,5,3,4,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
591,22,0,0,1,1,1,0,3,3,4,5,4,5,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
592,22,1,0,1,1,1,0,4,4,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
593,23,1,0,0,0,1,0,5,3,3,3,4,5,5,5,5,5,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
594,23,0,0,1,1,1,0,4,5,3,5,4,4,4,3,5,4,3,4,5,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
595,22,1,0,1,1,1,0,4,4,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
596,24,0,0,0,0,1,0,5,1,4,5,5,5,5,5,2,5,5,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
597,24,1,0,0,0,1,0,5,1,4,5,5,5,5,1,2,5,5,5,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
598,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
599,23,0,0,1,1,1,0,4,3,5,5,4,4,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
600,22,1,0,1,1,0,0,5,5,3,4,4,4,4,5,5,5,5,5,2,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
601,24,1,0,0,1,1,0,4,3,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
602,23,0,0,1,1,1,0,4,3,4,5,4,5,4,3,4,4,3,3,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
603,22,1,0,0,1,1,0,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
604,23,0,0,1,1,1,0,4,3,5,5,5,4,4,1,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
605,24,1,0,1,0,1,0,4,4,4,5,4,5,5,1,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
606,24,1,0,1,0,1,0,4,4,4,5,4,5,5,1,4,4,5,5,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
607,24,1,0,1,0,1,0,4,1,4,5,4,5,5,5,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
608,24,0,0,1,1,0,0,3,2,3,4,3,5,4,1,4,4,4,4,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
609,24,1,0,0,1,1,0,4,4,3,5,4,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
610,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
611,28,1,0,1,1,0,0,3,1,5,5,4,5,4,1,2,4,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
612,24,1,0,1,0,0,0,4,4,3,5,4,5,5,5,4,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
613,22,1,0,0,1,1,0,5,5,4,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
614,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
615,24,1,0,1,0,1,0,3,1,4,5,4,5,5,5,4,4,4,5,3,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
616,24,0,0,1,1,0,0,5,5,4,1,5,4,4,1,4,4,4,3,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
617,22,1,0,0,0,1,0,4,5,3,3,4,5,4,5,4,4,4,3,3,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
618,29,0,0,1,1,1,0,4,3,4,5,5,5,5,3,5,4,5,4,3,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
619,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
620,24,1,0,0,1,1,0,4,4,3,5,4,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
621,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
622,22,1,0,0,0,0,0,2,5,4,3,5,3,3,2,3,5,3,4,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
623,28,0,0,1,1,0,0,4,1,5,5,5,5,5,4,5,4,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
624,22,0,0,1,0,0,0,5,2,4,2,4,4,3,1,2,5,1,4,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
625,24,1,0,1,0,1,0,4,2,1,5,5,5,4,5,4,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
626,24,0,0,1,1,0,0,5,5,3,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
627,24,1,0,1,0,1,0,4,4,4,5,5,5,5,5,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
628,22,1,0,0,1,0,0,2,5,3,3,5,3,3,2,3,5,4,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
629,24,1,0,1,0,1,0,4,1,4,5,4,5,5,5,4,4,5,5,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
630,22,1,0,1,1,0,0,5,3,3,4,3,4,4,5,5,5,5,3,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
631,24,1,0,0,0,1,0,5,1,4,5,5,5,5,1,2,5,5,5,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
632,24,0,0,1,1,0,0,5,5,3,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
633,23,1,0,1,1,0,0,5,5,3,2,5,4,4,3,5,5,5,5,2,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
634,24,0,0,1,0,1,0,4,2,4,5,5,5,4,5,5,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
635,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,3,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
636,24,0,0,0,1,0,0,3,5,5,5,3,5,5,5,4,4,5,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
637,23,0,0,1,0,1,0,4,5,4,5,4,4,4,3,5,4,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
638,24,1,0,1,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
639,23,0,0,0,1,1,0,3,5,3,5,4,5,3,3,4,4,4,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
640,24,0,0,0,1,1,0,2,5,4,3,5,3,3,2,3,5,3,4,5,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
641,24,0,0,0,1,0,0,5,5,5,5,3,5,5,5,4,4,5,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
642,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
643,24,0,0,0,1,1,0,4,5,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
644,24,1,0,1,0,1,0,4,2,1,5,5,5,4,5,4,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
645,21,1,0,0,1,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
646,23,1,0,0,1,1,0,5,3,3,5,4,5,5,5,5,5,5,5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
647,23,1,0,0,0,0,0,5,3,3,3,4,5,3,1,5,5,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
648,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
649,23,0,0,1,0,1,0,4,3,1,5,4,4,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
650,23,1,0,0,1,1,0,5,3,3,3,4,5,5,5,5,5,5,5,4,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
651,24,1,0,0,1,1,0,4,3,3,5,4,5,5,1,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
652,24,1,0,1,1,1,0,4,4,4,5,4,5,3,1,4,4,3,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
653,22,0,0,1,1,0,0,5,5,3,2,5,4,4,1,5,5,5,5,4,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
654,24,1,0,0,1,1,0,4,4,3,5,4,5,5,3,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
655,28,0,0,1,1,0,0,3,1,5,5,5,5,4,1,2,4,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
656,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
657,24,1,0,1,0,1,0,4,4,3,5,4,5,5,1,4,4,5,5,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
658,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
659,23,0,0,1,1,1,0,4,3,4,5,4,5,4,3,4,4,3,3,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
660,23,0,0,1,1,1,0,4,3,4,5,4,5,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
661,24,0,0,1,0,1,0,4,4,4,5,4,5,5,1,4,5,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
662,24,1,0,1,0,1,0,4,4,4,5,5,5,5,1,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
663,24,1,0,0,1,1,0,4,4,3,5,4,5,4,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
664,23,0,0,1,0,1,0,4,3,1,5,4,4,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
665,22,1,0,1,1,0,0,5,5,3,4,5,4,4,5,5,5,5,5,2,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
666,23,1,0,0,0,0,0,5,3,3,3,4,5,3,1,5,5,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
667,23,0,0,1,1,1,0,4,1,4,5,4,4,4,3,5,4,5,3,5,5,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
668,21,1,0,0,1,1,0,5,5,5,5,4,5,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
669,23,0,0,1,1,1,0,4,5,4,5,4,4,4,3,5,4,3,4,5,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
670,23,1,0,0,0,0,0,5,3,3,3,4,5,3,1,5,5,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
671,24,1,0,0,1,1,0,4,4,3,5,4,5,5,3,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
672,24,1,0,1,0,1,0,4,4,4,5,4,5,5,1,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
673,24,0,0,1,0,1,0,4,4,4,5,4,5,5,1,4,5,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
674,24,1,0,1,0,1,0,4,1,1,5,5,5,4,5,4,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
675,23,0,0,1,1,1,0,4,5,3,3,4,4,4,3,5,4,3,4,5,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
676,24,1,0,0,1,1,0,4,4,3,5,4,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
677,28,0,0,1,1,0,0,4,1,5,5,5,5,5,4,5,4,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
678,23,1,0,0,0,0,0,5,3,3,3,4,5,5,1,5,5,5,5,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
679,24,1,0,0,0,1,0,5,4,3,5,4,5,5,5,4,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
680,23,0,0,1,1,1,0,4,3,4,5,4,5,4,3,4,4,3,3,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
681,23,0,0,1,1,1,0,4,3,5,5,5,4,4,1,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
682,24,1,0,0,1,1,0,4,4,3,5,4,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
683,22,1,0,0,0,1,0,4,5,3,3,4,5,4,5,4,4,4,3,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
684,24,1,0,1,0,1,0,4,4,3,5,4,5,5,1,4,4,5,5,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
685,24,0,0,1,1,0,0,5,5,4,3,5,2,4,3,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
686,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
687,22,1,0,1,1,0,0,5,5,3,2,5,4,4,5,5,5,5,5,2,5,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
688,24,1,0,1,0,1,0,4,2,1,5,5,5,4,5,5,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
689,21,0,0,0,1,0,0,2,5,4,3,5,3,3,2,3,5,3,4,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
690,22,1,0,1,1,1,0,4,4,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
691,21,1,0,0,1,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
692,24,1,0,1,0,1,0,4,4,4,5,4,5,5,5,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
693,23,0,0,1,1,1,0,4,3,4,5,4,5,4,3,4,4,3,5,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
694,24,1,0,0,1,1,0,4,4,3,5,4,5,5,4,5,5,5,1,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
695,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
696,24,1,0,1,0,1,0,5,4,4,5,4,5,5,5,4,5,4,4,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
697,22,1,0,1,1,0,0,5,3,3,4,5,4,4,5,5,5,5,5,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
698,23,0,0,1,1,1,0,4,3,5,5,5,4,4,1,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
699,22,1,0,0,1,0,0,4,4,5,5,5,5,4,1,5,4,5,4,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
700,24,1,0,1,0,1,0,4,3,1,5,5,4,4,5,4,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
701,24,1,0,0,0,1,0,5,1,4,5,5,5,5,1,2,5,5,5,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
702,22,1,0,1,1,0,0,5,3,3,3,5,4,4,5,5,5,5,5,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
703,24,1,0,1,0,1,0,4,4,4,5,4,5,3,1,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
704,23,0,0,1,0,1,0,4,3,4,5,4,4,4,3,4,4,3,5,5,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
705,28,0,0,1,1,0,0,3,1,5,5,5,5,4,1,5,4,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
706,24,1,0,0,0,1,0,4,1,4,5,5,5,5,1,2,5,5,5,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
707,23,0,0,1,0,1,0,4,3,4,5,4,4,4,5,4,4,3,5,5,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
708,24,1,0,1,0,1,0,4,4,4,5,4,5,5,1,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
709,24,1,0,0,1,1,0,4,4,3,5,4,5,5,3,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
710,24,1,0,0,0,1,0,4,4,3,5,4,5,5,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
711,22,1,0,0,0,1,0,4,5,3,3,4,5,4,5,4,5,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
712,22,1,0,1,1,1,0,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
713,22,0,0,1,0,1,0,4,3,4,5,4,4,4,3,4,4,3,5,5,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
